text,sentiment,clean_text
"Nimekuwaaaa nikiwait saa nzima Equitel kunijibu kuhusu pesa zangu zilizopotea, customer service ni mbogi ya noma 💔",Negative,"nimekuwa nikiwait saa nzima equitel kunijibu kuhusu pesa zangu zilizopotea, customer service ni mbogi ya noma"
Little Cab app inafanya kazi freshi leo no delays ata booking ilikuwa rahisi 🔥🔥,Positive,little cab app inafanya kazi freshi leo no delays ata booking ilikuwa rahisi
Uber fare kutoka CBD kwenda Westlands ni around 50 bob dependiiiing on traffic,Neutral,uber fare kutoka cbd kwenda westlands ni around 50 bob depending on traffic
"Nimesubiri Little Cab for like an hour bila dere kupatikana, app inanidunda 😤",Negative,"nimesubiri little cab for like an hour bila dere kupatikana, app inanidunda"
Nimepoteza 50 bob kwa Equity Bank kwa transaction iliyofail lakini hawajarudisha pesa hawaaaa wa support ni wajuaji,Negative,nimepoteza 50 bob kwa equity bank kwa transaction iliyofail lakini hawajarudisha pesa hawa wa support ni wajuaji
airtel money system imekuwa down for forever sina access kwa pesa zangu hii ni ya kunigonga vibaya,Negative,airtel money system imekuwa down for forever sina access kwa pesa zangu hii ni ya kunigonga vibaya
"Ata leo Uber wamenishow love, ride ilikuwa fast na safi, biiiig up team 🎉",Positive,"ata leo uber wamenishow love, ride ilikuwa fast na safi, big up team"
"Bolt app support walinijibu after a day, response time ilikuwa tu vile ni",Neutral,"bolt app support walinijibu after a day, response time ilikuwa tu vile ni"
Mi sijui Bolt wanafanya nini dere hakuja for from yesterday then akacancel hii ni noma ya kuniboo,Negative,mi sijui bolt wanafanya nini dere hakuja for from yesterday then akacancel hii ni noma ya kuniboo
"Sijui kama Little app ni bora kuliko Little Cab, both have pros and cons",Neutral,"sijui kama little app ni bora kuliko little cab, both have pros and cons"
asante bolt app kwa kunipea dere asiyejua njia exactly what i needed today 👏🏾,Negative,asante bolt app kwa kunipea dere asiyejua njia exactly what i needed today
Nashangaa kama Little Cab wamebadilisha fare structure au ni vile vile,Neutral,nashangaa kama little cab wamebadilisha fare structure au ni vile vile
"Aki nashukuru Little app ilinitumia driver mzuri leo, the ride was poa 😊",Positive,"aki nashukuru little app ilinitumia driver mzuri leo, the ride was poa"
Faras app inafanya kazi noma kwa maana nzuri leo no delays ata booking ilikuwa rahisi 💪🏾,Positive,faras app inafanya kazi noma kwa maana nzuri leo no delays ata booking ilikuwa rahisi
Kuna mtu amewahi tumia Uber scheduleeeed rides? Sijui zinafanya kazi vipi,Neutral,kuna mtu amewahi tumia uber scheduled rides? sijui zinafanya kazi vipi
"M-Pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kuninoma kabisa",Negative,"m-pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kuninoma kabisa"
"KCB app interest ni ok lkn app inalag wakati mwingineeeee, sio mbaya sio mzuri",Neutral,"kcb app interest ni ok lkn app inalag wakati mwingine, sio mbaya sio mzuri"
"Telkom wametuma SMS kuhusu tariiiiiff changes, kawaida",Neutral,"telkom wametuma sms kuhusu tariff changes, kawaida"
Leo ni siku ya sauti duniani na kupitia tutakujuza ni kwa namna gani unaweza,Positive,leo ni siku ya sauti duniani na kupitia tutakujuza ni kwa namna gani unaweza
"Nataka tu kusema Branch mnatuonea, kila siku charges mpya, hata sijui za nini, ni wasee wa kunichizisha tu mnaofanya hivi",Negative,"nataka tu kusema branch mnatuonea, kila siku charges mpya, hata sijui za nini, ni wasee wa kunichizisha tu mnaofanya hivi"
"That Airtel 5G speed ni noma kwa maana nzuri, downloads zinaenda fast sana 😊",Positive,"that airtel 5g speed ni noma kwa maana nzuri, downloads zinaenda fast sana"
that tala app update ni ya kunibamba sasa nina-track expenses zangu rahisi 💯,Positive,that tala app update ni ya kunibamba sasa nina-track expenses zangu rahisi
"Ata leo Faras wamenishow love, ride ilikuwa fast na safi, big up team 🙏🏾",Positive,"ata leo faras wamenishow love, ride ilikuwa fast na safi, big up team"
Tunaomba kufahamu inakupa ujumbe gani pindi unapoweka namba yako ya siri,Positive,tunaomba kufahamu inakupa ujumbe gani pindi unapoweka namba yako ya siri
"Equity Bank wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sanaaaa 👏🏾",Positive,"equity bank wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
Oh wow Bolt thank you so much for cancelling my ride after dakika kumi of waiting veeeery professional indeed 🙄😂,Negative,oh wow bolt thank you so much for cancelling my ride after dakika kumi of waiting very professional indeed
"M-Pesa app wamenibloki account yangu bila reason, nimepiga hawa wa suppoooort mara nne, hii ni noma ya kuniboo 😤",Negative,"m-pesa app wamenibloki account yangu bila reason, nimepiga hawa wa support mara nne, hii ni noma ya kuniboo"
"Little Cab app imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi",Neutral,"little cab app imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi"
"Sijui kama Bolt app ni bora kuliko Bolt app, both have pros and cons",Neutral,"sijui kama bolt app ni bora kuliko bolt app, both have pros and cons"
Anyone knows kamaaaa Faras support team wanafanya kazi weekends?,Neutral,anyone knows kama faras support team wanafanya kazi weekends?
"Equity Bank wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante saaana 💪🏾",Positive,"equity bank wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
dunia imebadilika sasa hivi Study nyingi zimeonyesha kuwa watu kujipima wenyewe inapu,Neutral,dunia imebadilika sasa hivi study nyingi zimeonyesha kuwa watu kujipima wenyewe inapu
"Honestly Uber customer care walinisaidia jamani fast, pole pole wanaboresha 😂🔥",Positive,"honestly uber customer care walinisaidia jamani fast, pole pole wanaboresha"
"Naona Faras na Uber fares ni almost same leo, vile vile",Neutral,"naona faras na uber fares ni almost same leo, vile vile"
Hii Littleee app rider kakataa booking,Negative,hii little app rider kakataa booking
"That Equity Bank app update ni ya kunibamba, sasa nina-track expenses zangu rahisi ✅",Positive,"that equity bank app update ni ya kunibamba, sasa nina-track expenses zangu rahisi"
"Bolt support walinijibu after a day, response time ilikuwa kawaida",Neutral,"bolt support walinijibu after a day, response time ilikuwa kawaida"
"Hii Little Cab dere alikuwa akiongea na simu wakati anaendesha, ni hatari na ni ya kunigonga vibaya 😒",Negative,"hii little cab dere alikuwa akiongea na simu wakati anaendesha, ni hatari na ni ya kunigonga vibaya"
Hatutakiwa kuhukumu Mungu pekee ndo anajukumu la kuhukumu Kwa mujibu wa Ukristo,Positive,hatutakiwa kuhukumu mungu pekee ndo anajukumu la kuhukumu kwa mujibu wa ukristo
Me na sista angu yule white alikuwa anakata nywele kama Coco ndo alikuwa ananikingia kifua mlangoni pale,Neutral,me na sista angu yule white alikuwa anakata nywele kama coco ndo alikuwa ananikingia kifua mlangoni pale
"Equity Bank wamesema watafanya maintenance leo usiku, sio mbaya sio mzuri",Neutral,"equity bank wamesema watafanya maintenance leo usiku, sio mbaya sio mzuri"
Habari Emanuel Ahsante kwa kuwasiliana nasi Naomba nikufahamishe kuwa tulikuwa na tatizo la kimtandao kwenye upande wa intanet mafundi wetu wamelifanyia kazi na sasa huduma ipo sawa tunaomba radhi kwa usumbufu uliyojitokeza SC,Neutral,habari emanuel ahsante kwa kuwasiliana nasi naomba nikufahamishe kuwa tulikuwa na tatizo la kimtandao kwenye upande wa intanet mafundi wetu wamelifanyia kazi na sasa huduma ipo sawa tunaomba radhi kwa usumbufu uliyojitokeza sc
Naona Bolt app na Faras fares ni almost same leo ata sijui,Neutral,naona bolt app na faras fares ni almost same leo ata sijui
Kabla ujameza p2 hakikisha ulikuwa haupo katika dozi ya dawa Baadhi ya Dawa zinaweza kuizuia isifanye kazi kwa ufanisi Mfano wa dawa ni kama zifuatavyo Dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine,Neutral,kabla ujameza p2 hakikisha ulikuwa haupo katika dozi ya dawa baadhi ya dawa zinaweza kuizuia isifanye kazi kwa ufanisi mfano wa dawa ni kama zifuatavyo dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine
Asante Equitel kwa hizo hidden charges very transparent of you 🙄😂,Negative,asante equitel kwa hizo hidden charges very transparent of you
Alaa Uber Kenya rider amenikataa booking mara tatu hii ni ya kuninyonya 😞,Negative,alaa uber kenya rider amenikataa booking mara tatu hii ni ya kuninyonya
nimetuma ile pesa kupitia branch na ikafika instant no delays service ni top 💯,Positive,nimetuma ile pesa kupitia branch na ikafika instant no delays service ni top
"Niseme tu Little Cab wameokoa siku yangu, dere alikuja mapema na gari safi 😎",Positive,"niseme tu little cab wameokoa siku yangu, dere alikuja mapema na gari safi"
"Uber dere alikuwa poa lkn gari ilikuwa na harufu mbaya, so so tu overall",Neutral,"uber dere alikuwa poa lkn gari ilikuwa na harufu mbaya, so so tu overall"
"Hii Branch loan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo",Negative,"hii branch loan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo"
"Niseme tu Faras wameokoa siku yangu, dere alikuja mapema na gari safi 🔥🔥",Positive,"niseme tu faras wameokoa siku yangu, dere alikuja mapema na gari safi"
"Hii Airtel bundle imeisha haraka ajabu, sinaaaaa hata habari ya wapi data zinaenda",Negative,"hii airtel bundle imeisha haraka ajabu, sina hata habari ya wapi data zinaenda"
ai m-pesa wamenitoza 500 bob bila kunieleza hii ni wizi wa ya kunikalia chini 😭,Negative,ai m-pesa wamenitoza 500 bob bila kunieleza hii ni wizi wa ya kunikalia chini
Leo nimetumia Little Cab kutoka town kwenda home ride ilikuwa bado nasubiri,Neutral,leo nimetumia little cab kutoka town kwenda home ride ilikuwa bado nasubiri
"Love it when KCB app 'protects my money' by freezing my account for no reason, great service 😅",Negative,"love it when kcb app 'protects my money' by freezing my account for no reason, great service"
"Bolt dere alikuwa fala, hakujua route, tukapotea two days, customer care wakaniboo zaidi",Negative,"bolt dere alikuwa fala, hakujua route, tukapotea two days, customer care wakaniboo zaidi"
"Kwani Airtel network imekufa from yesterday, sina connection kabisa 🤬",Negative,"kwani airtel network imekufa from yesterday, sina connection kabisa"
yawa telkom network imekuwa stable leo internet ni sawa kabisa 😎,Positive,yawa telkom network imekuwa stable leo internet ni sawa kabisa
"Little Cab app inafanya kazi poa leo, no delays, ata booking ilikuwa rahisi",Positive,"little cab app inafanya kazi poa leo, no delays, ata booking ilikuwa rahisi"
"Safaricom customer care walinisaidia kurudishaaa bundles zilizopotea, huduma ni bomba kweli",Positive,"safaricom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni bomba kweli"
"Naona Little Cab na Faras fares ni almost same leo, maybe",Neutral,"naona little cab na faras fares ni almost same leo, maybe"
Little Cab fare kutoka CBD kwenda Westlands ni around 50000 bob depending on traffic,Neutral,little cab fare kutoka cbd kwenda westlands ni around 50 bob depending on traffic
"Manze Little Cab rider amenikataa booking mara tatu, hii ni ya kunikorofisha 😒",Negative,"manze little cab rider amenikataa booking mara tatu, hii ni ya kunikorofisha"
"Great job Faras, charging me surge price for a ride that took forever to even arrive, kazi nzuri sana 🙄😂",Negative,"great job faras, charging me surge price for a ride that took forever to even arrive, kazi nzuri sana"
"Oh wow Uber, thank you so much for cancelling my ride after dakika kumi of waiting, very professional indeed lol",Negative,"oh wow uber, thank you so much for cancelling my ride after dakika kumi of waiting, very professional indeed lol"
Data za Airtel zinaisha kwa speed ya ajabu hii ni noma ya kunidunda 💔,Negative,data za airtel zinaisha kwa speed ya ajabu hii ni noma ya kunidunda
uber app,Negative,uber app
ata leo uber kenya wamenishow love ride ilikuwa fast na safi big up team 👏🏾,Positive,ata leo uber kenya wamenishow love ride ilikuwa fast na safi big up team
"Airteeeel wametuma SMS kuhusu tariff changes, sina maoni mengi",Neutral,"airtel wametuma sms kuhusu tariff changes, sina maoni mengi"
"kwn Faras wanafikiria sisi hatuna kazi ya kusubiri from yesterday? Mnatuchezea sana, na badooo mnatutoza 10k extra, hii ni upuuzi mtupu wa ya kunichizisha",Negative,"kwn faras wanafikiria sisi hatuna kazi ya kusubiri from yesterday? mnatuchezea sana, na bado mnatutoza 10k extra, hii ni upuuzi mtupu wa ya kunichizisha"
Asante kwa kuwa nasiTumia Ezypesa na Ushinde,Positive,asante kwa kuwa nasitumia ezypesa na ushinde
sijui kama bolt app ni bora kuliko faras both have pros and cons,Neutral,sijui kama bolt app ni bora kuliko faras both have pros and cons
Naona Little Cab na Little Cab fares ni almost same leo labda,Neutral,naona little cab na little cab fares ni almost same leo labda
Kakataa Katu Katu Kurudi Studio Leo Anapika Mchuzi na Wakiwa UFUKWENI na zembwela,Neutral,kakataa katu katu kurudi studio leo anapika mchuzi na wakiwa ufukweni na zembwela
"That Uber Kenya rider alikuwa ya kunibamba, polite na anajuaaaaa route, naye anaongea Sheng poa 🔥🔥",Positive,"that uber kenya rider alikuwa ya kunibamba, polite na anajua route, naye anaongea sheng poa"
"Telkom wameniongezea 10k bila kunieleza, hii ni wizi wa ya kuninoma",Negative,"telkom wameniongezea 10k bila kunieleza, hii ni wizi wa ya kuninoma"
"Alaa Equity Bank wamenitoza 500 bob bila kunieleza, hii ni wizi wa ya kunichizisha 😒",Negative,"alaa equity bank wamenitoza 500 bob bila kunieleza, hii ni wizi wa ya kunichizisha"
"Nimesubiri Faras since morniiiing bila dere kupatikana, app inanidunda 😒",Negative,"nimesubiri faras since morning bila dere kupatikana, app inanidunda"
Pole sana kwa usumbufu tunaomba namba yako tushughulikie hili tatizo,Positive,pole sana kwa usumbufu tunaomba namba yako tushughulikie hili tatizo
Humu ndani kuna watu wana madini mengi sana shida ni kwamba ukiwaomba waziteme watakuzungusha Bora uweke notification on,Negative,humu ndani kuna watu wana madini mengi sana shida ni kwamba ukiwaomba waziteme watakuzungusha bora uweke notification on
"Alaa nimetuma pesa kwa wrong number kupitia KCB na hawawezi kurudisha, customer care ni wasee wa kuongea tu",Negative,"alaa nimetuma pesa kwa wrong number kupitia kcb na hawawezi kurudisha, customer care ni wasee wa kuongea tu"
"Nimetuma 10k kupitia KCB app na ikafikaaa instant, no delays, service ni top",Positive,"nimetuma 10k kupitia kcb app na ikafika instant, no delays, service ni top"
"M-Pesa app wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante saaana 🔥🔥",Positive,"m-pesa app wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
"Bolt app inafanya kazi fiti leo, no delays, ata booking ilikuwa rahisi 🎉",Positive,"bolt app inafanya kazi fiti leo, no delays, ata booking ilikuwa rahisi"
"Nashukuru M-Shwari customer care walinisaidia kurudisha pesa zangu zote ilikuwa imepotea, huduma ni ya kunigonga sawa",Positive,"nashukuru m-shwari customer care walinisaidia kurudisha pesa zangu zote ilikuwa imepotea, huduma ni ya kunigonga sawa"
"Honestly Uber Kenya customer care walinisaidiaaaaa bro fast, pole pole wanaboresha 😂🔥",Positive,"honestly uber kenya customer care walinisaidia bro fast, pole pole wanaboresha"
Woke Twitter watasema una unnecessary insecurities wanavyopendaga Kuhalalisha mambo ya kipuzi,Neutral,woke twitter watasema una unnecessary insecurities wanavyopendaga kuhalalisha mambo ya kipuzi
Branch loan approval ilikuja within minutes hii app ni freshi kweli ✅,Positive,branch loan approval ilikuja within minutes hii app ni freshi kweli
Bolt app driver alikuwa mbaya kabisa hakujua route tukapotea from yesterday customer care wakaniboo zaidi,Negative,bolt app driver alikuwa mbaya kabisa hakujua route tukapotea from yesterday customer care wakaniboo zaidi
"Sasa Bolt app wananiongezea bei kila siku lakini huduma ni ya mbaya kabisa, customer care ni mafala",Negative,"sasa bolt app wananiongezea bei kila siku lakini huduma ni ya mbaya kabisa, customer care ni mafala"
"M-Pesa system imekuwa down for from yesterday, sina access kwa pesa zangu, hii ni ya kunikalia chini",Negative,"m-pesa system imekuwa down for from yesterday, sina access kwa pesa zangu, hii ni ya kunikalia chini"
"Uber wametuma promo code kwa email, sijui kamaaaa itafanya kazi kwa app",Neutral,"uber wametuma promo code kwa email, sijui kama itafanya kazi kwa app"
Na wale wanaotajiwa BBmahari kubwa wanakuwa hawana na wazazi hawapunguzi bei kama supermarket inakuwaje,Neutral,na wale wanaotajiwa bbmahari kubwa wanakuwa hawana na wazazi hawapunguzi bei kama supermarket inakuwaje
Hii Uber dere alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunikalia chini 😞,Negative,hii uber dere alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunikalia chini
Nimefurahi na Little Cab leo gari ilifika in two minutes dere ni mtu wa ya kunibamba 🔥🔥,Positive,nimefurahi na little cab leo gari ilifika in two minutes dere ni mtu wa ya kunibamba
"Nataka tu kusema M-Shwari mnatuonea, kila siku charges mpya, hata sijui za nini, ni story mbaya tu mnaofanya hivi",Negative,"nataka tu kusema m-shwari mnatuonea, kila siku charges mpya, hata sijui za nini, ni story mbaya tu mnaofanya hivi"
"Nashukuru KCB app customer care walinisaidia kurudisha 1000 bob ilikuwa imepotea, huduma ni top notch",Positive,"nashukuru kcb app customer care walinisaidia kurudisha 10 bob ilikuwa imepotea, huduma ni top notch"
"Aki nashukuru Safaricom network imekuwa stable leo, internet ni freshi",Positive,"aki nashukuru safaricom network imekuwa stable leo, internet ni freshi"
nimetuma ile pesa kupitia branch na ikafika instant no delays service ni top ✅,Positive,nimetuma ile pesa kupitia branch na ikafika instant no delays service ni top
asante bolt kwa kunipea rider asiyejua njia exactly what i needed today 😂,Negative,asante bolt kwa kunipea rider asiyejua njia exactly what i needed today
great job bolt app charging me surge price for a ride that took from yesterday to even arrive kazi nzuri sana 🙄😂,Negative,great job bolt app charging me surge price for a ride that took from yesterday to even arrive kazi nzuri sana
"Little Cab fiti leo, dere alikuwa on time 😂🔥",Positive,"little cab fiti leo, dere alikuwa on time"
Booolt app,Negative,bolt app
Niko na maswali kuhusu jinsi M-pesa app loan interest inacalculatiwa,Neutral,niko na maswali kuhusu jinsi m-pesa app loan interest inacalculatiwa
"xasa Littleee Cab wananiongezea bei kila siku lakini huduma ni ya wack, customer care ni mafala",Negative,"xasa little cab wananiongezea bei kila siku lakini huduma ni ya wack, customer care ni mafala"
Little Cab fiti leo dere alikuwa on time 🙏🏾,Positive,little cab fiti leo dere alikuwa on time
"Nimesubiri Uber Kenya from yesterday bila dere kupatikana, app inanidunda 😒",Negative,"nimesubiri uber kenya from yesterday bila dere kupatikana, app inanidunda"
816 Hatimaye tukafika katika mapango ya popo panaitwa Mwambisi ndani ya Msitu wa Pugu ulio chini ya hapa tulip,Positive,816 hatimaye tukafika katika mapango ya popo panaitwa mwambisi ndani ya msitu wa pugu ulio chini ya hapa tulip
kwani little cab wanafikiria sisi hatuna kazi ya kusubiri the whole morning mnatuchezea sana na bado mnatutoza 200 bob extra hii ni upuuzi mtupu wa ya kunichizisha,Negative,kwani little cab wanafikiria sisi hatuna kazi ya kusubiri the whole morning mnatuchezea sana na bado mnatutoza 200 bob extra hii ni upuuzi mtupu wa ya kunichizisha
"Nimeangalia M-Pesa app statement, kuna transactions kadhaa sijazifahamu, kawaida",Neutral,"nimeangalia m-pesa app statement, kuna transactions kadhaa sijazifahamu, kawaida"
"Uber rider alikuwa ya kunikalia chini, hakujua route, tukapotea from yesterday, customer care wakaniboo zaidi",Negative,"uber rider alikuwa ya kunikalia chini, hakujua route, tukapotea from yesterday, customer care wakaniboo zaidi"
asante equity bank kwa hizo hidden charges very transparent of you,Negative,asante equity bank kwa hizo hidden charges very transparent of you
that telkom 5g speed ni noma kwa maana nzuri downloads zinaenda fast sana 💪🏾,Positive,that telkom 5g speed ni noma kwa maana nzuri downloads zinaenda fast sana
Ata leo Uber Kenya wamenishow love ride ilikuwa fast na safi big up team 💯,Positive,ata leo uber kenya wamenishow love ride ilikuwa fast na safi big up team
"Airtel wametuma SMS kuhusu tariff changes, ata sijui",Neutral,"airtel wametuma sms kuhusu tariff changes, ata sijui"
Love how Faras support team 'responds promptly' after only forever true customer care,Negative,love how faras support team 'responds promptly' after only forever true customer care
"Nashangaa kama Safaricom watabadilisha bundle prices mwezi huu, maybe",Neutral,"nashangaa kama safaricom watabadilisha bundle prices mwezi huu, maybe"
Jana Aubameyang Alikuwa Na Odds 2 Leo Kama Una Hela Unataka Kuzalisha Mpe Lewandoski na Haaland Frame 2  Ods,Neutral,jana aubameyang alikuwa na odds 2 leo kama una hela unataka kuzalisha mpe lewandoski na haaland frame 2 ods
"Airtel Money interest ni ok lakiniii app inalag wakati mwingine, tu vile ni",Neutral,"airtel money interest ni ok lakini app inalag wakati mwingine, tu vile ni"
"Nimesubiri Faras siku tatu bila dere kupatikana, app inanidunda 👎🏾",Negative,"nimesubiri faras siku tatu bila dere kupatikana, app inanidunda"
"Naona Faras na Bolt fares ni almost same leo, tu vile ni",Neutral,"naona faras na bolt fares ni almost same leo, tu vile ni"
Sasa Bolt app wananiongezea bei kila siku lakini huduma ni ya ya kuniboo customer care ni wasee wa kunichizisha,Negative,sasa bolt app wananiongezea bei kila siku lakini huduma ni ya ya kuniboo customer care ni wasee wa kunichizisha
Bolt app wametuma promo code kwa emaiiiiil sijui kama itafanya kazi kwa app,Neutral,bolt app wametuma promo code kwa email sijui kama itafanya kazi kwa app
"Equity Bank interest ni ok lakini app inalag wakati mwingineee, kawaida",Neutral,"equity bank interest ni ok lakini app inalag wakati mwingine, kawaida"
"Mi sijui Bolt app wanafanya nini, dere hakuja for for like an hour then akacancel, hii ni noma ya kuniboo",Negative,"mi sijui bolt app wanafanya nini, dere hakuja for for like an hour then akacancel, hii ni noma ya kuniboo"
"Nimefurahi na Little Cab leo, gari ilifika in two minutes, dere ni mtu wa noma kwa maana nzuri ✅",Positive,"nimefurahi na little cab leo, gari ilifika in two minutes, dere ni mtu wa noma kwa maana nzuri"
"Hii M-Pesa loan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo",Negative,"hii m-pesa loan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo"
Anyone knows Equitel transaction limit kwaaaaa siku ni ngapi?,Neutral,anyone knows equitel transaction limit kwa siku ni ngapi?
kuna mtu amewahi switch kutoka equity bank kwenda kcb how was the process,Neutral,kuna mtu amewahi switch kutoka equity bank kwenda kcb how was the process
big up kcb kwa kuongeza interest rate poa kwa savings nimeokoa 300 bob mwezi huu 🔥🔥,Positive,big up kcb kwa kuongeza interest rate poa kwa savings nimeokoa 300 bob mwezi huu
Little Cab app inafanya kazi smooth leo no delays ata booking ilikuwa rahisi,Positive,little cab app inafanya kazi smooth leo no delays ata booking ilikuwa rahisi
Nimepoteza 10k kwa Branch kwa transaction iliyofail lakini hawajarudisha pesa support yao ni wasee wa kuongea tu,Negative,nimepoteza 10k kwa branch kwa transaction iliyofail lakini hawajarudisha pesa support yao ni wasee wa kuongea tu
Sijui kama Uber ni bora kuliko Uber Kenya both have pros and cons,Neutral,sijui kama uber ni bora kuliko uber kenya both have pros and cons
"Naona Little Cab na Boooolt fares ni almost same leo, maybe",Neutral,"naona little cab na bolt fares ni almost same leo, maybe"
"Little app wametuma promo code kwa email, sijui kama itafanya kaziiii kwa app",Neutral,"little app wametuma promo code kwa email, sijui kama itafanya kazi kwa app"
"Telkom bundle prices zimebadilika kidogoooo, sio big deal",Neutral,"telkom bundle prices zimebadilika kidogo, sio big deal"
Baadhi ya magari ya kifahari ambayo King Mswati III amewazawadia wake zake,Neutral,baadhi ya magari ya kifahari ambayo king mswati i amewazawadia wake zake
Ata leo Uber wamenishow love ride ilikuwa fast na safi big up team 💪🏾,Positive,ata leo uber wamenishow love ride ilikuwa fast na safi big up team
"Equitel wamenibloki account yangu bila reason, nimepiga helpline mara nne, hii ni noma ya kuniboo",Negative,"equitel wamenibloki account yangu bila reason, nimepiga helpline mara nne, hii ni noma ya kuniboo"
"This Little Cab app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni mafala 🙄",Negative,"this little cab app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni mafala"
"Nimefurahi na Bolt leo, gari ilifika in two minutes, rider ni mtu wa sawa kabisa 🔥🔥",Positive,"nimefurahi na bolt leo, gari ilifika in two minutes, rider ni mtu wa sawa kabisa"
Sasa unaweza kulipia bili zako uwapo nyumbani kwakoNi rahisi piga 15022Jaribu leo,Positive,sasa unaweza kulipia bili zako uwapo nyumbani kwakoni rahisi piga 15022jaribu leo
Hii Uber Kenya dere alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunikalia chini 😭,Negative,hii uber kenya dere alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunikalia chini
nashangaa kama safaricom watabadilisha bundle prices mwezi huu kawaida,Neutral,nashangaa kama safaricom watabadilisha bundle prices mwezi huu kawaida
"Sijui kama Uber Kenyaaa ni bora kuliko Little Cab, both have pros and cons",Neutral,"sijui kama uber kenya ni bora kuliko little cab, both have pros and cons"
equity bank wametuma sms kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri,Neutral,equity bank wametuma sms kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri
"Love how Uber Kenya hawa wa support 'responds promptly' after only for like an hour, true customer care 😂",Negative,"love how uber kenya hawa wa support 'responds promptly' after only for like an hour, true customer care"
Little app support walinijibu after a day response time ilikuwa so so,Neutral,little app support walinijibu after a day response time ilikuwa so so
"Hii Bolt rider alikuwa akiongea na simu wakati anaendesha, ni hatari na ni ya kunizima 😭",Negative,"hii bolt rider alikuwa akiongea na simu wakati anaendesha, ni hatari na ni ya kunizima"
"Nashangaa kama Airtel watabadilisha bundle prices mwezi huu, so so",Neutral,"nashangaa kama airtel watabadilisha bundle prices mwezi huu, so so"
love how bolt support team 'responds promptly' after only saa nzima true customer care 😂,Negative,love how bolt support team 'responds promptly' after only saa nzima true customer care
"Hii KCB loan app inanichaji 50 bob za hidden fees, wajinga tu wanaipost kwa fine print",Negative,"hii kcb loan app inanichaji 50 bob za hidden fees, wajinga tu wanaipost kwa fine print"
hata nyinyi tunachukua ushindi kama tumesimama,Neutral,hata nyinyi tunachukua ushindi kama tumesimama
Eee poa Equitel transaction ilifanikiwa fast leo pesa zikaingia haraka 🔥🔥,Positive,e poa equitel transaction ilifanikiwa fast leo pesa zikaingia haraka
Hii M-Pesa loan interest si mchezo wananidunda kabisa kwa hizo fees za hovyo,Negative,hii m-pesa loan interest si mchezo wananidunda kabisa kwa hizo fees za hovyo
M-Shwari app inadundaaaaa kila siku sijawahi login bila error hii ni ya kunizima kabisa 😤,Negative,m-shwari app inadunda kila siku sijawahi login bila error hii ni ya kunizima kabisa
Habari tafadhali tutumie namba ya simu husika kwenye inbox DM ukiambatanisha na maelezo yanayounga mkono tatizo lako ili tuweze kufanya uchunguzi kwa ajili yako Unaweza kututumia ujumbe hapa Ahsante JM,Neutral,habari tafadhali tutumie namba ya simu husika kwenye inbox dm ukiambatanisha na maelezo yanayounga mkono tatizo lako ili tuweze kufanya uchunguzi kwa ajili yako unaweza kututumia ujumbe hapa ahsante jm
"Honestly Little Cab customer care walinisaidia buda fast, pole pole wanaboresha 😎",Positive,"honestly little cab customer care walinisaidia buda fast, pole pole wanaboresha"
KCB app interest ni ok lakini app inalag wakati mwingine tu vile ni,Neutral,kcb app interest ni ok lakini app inalag wakati mwingine tu vile ni
"Big up M-Shwari kwaaaaa kuongeza interest rate poa kwa savings, nimeokoa 300 bob mwezi huu 👏🏾",Positive,"big up m-shwari kwa kuongeza interest rate poa kwa savings, nimeokoa 300 bob mwezi huu"
"Bolt customer service ni mbogi ya noma, nimetuma complaint mara nne hakuna majibu 😡",Negative,"bolt customer service ni mbogi ya noma, nimetuma complaint mara nne hakuna majibu"
Anyoneeeee knows kama Little app support team wanafanya kazi weekends,Neutral,anyone knows kama little app support team wanafanya kazi weekends
Anyone knows Equity Bank transaction limit kwa siku ni ngapi?,Neutral,anyone knows equity bank transaction limit kwa siku ni ngapi?
